SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
3387182,15,3267,292,1,0,0,2018-01-14 18:13:02.39 UTC,2S5P3OAYS8I2WABNBWW7
3387202,14,2327,89,1,0,0,2018-04-30 16:04:23.56 UTC,3EMQT1QBHWENE87NOIIX
3387215,17,3653,9,1,0,0,2018-01-07 20:59:41.62 UTC,DYMWIVQSXLTHNPPBEALL
3387247,12,3176,372,1,0.2,0,2018-04-04 04:09:03.43 UTC,2KIIFKRR5ECC3HUXMBO7
3387264,4,3298,390,1,0,0,2018-04-15 13:50:48.92 UTC,NQ197JZON3XRE4B7NS7C
3387302,23,3615,52,1,0.1,0,2018-03-17 17:52:52.41 UTC,A762U5VGRN44OJRH3XNC
3387303,15,2529,40,1,0,0,2018-01-09 20:13:01.76 UTC,BFX74IBVBY13OBXVUA60
3387327,20,961,338,1,0,0,2018-01-10 14:35:01.26 UTC,HB8J0K6VOHD09G9TVKG1
3387328,10,1808,200,1,0,0,2018-03-31 08:20:19.02 UTC,C9VIRIWO9MR4QK1FPROV
3387352,12,2797,157,1,0,0,2018-02-08 18:51:12.73 UTC,SDWD7M0C1PVM3BP86LKY
3387376,12,2986,137,1,0,0,2018-03-04 16:04:46.06 UTC,12FNY5X9VZ73GEKKQ23B
3387390,20,537,336,1,0,0,2018-03-04 12:30:51.69 UTC,VZUYQHSIP8W31J57AB80
3387403,20,2482,366,1,0,0,2018-01-04 06:04:09.18 UTC,27W0X7T8DOL8QA7J4N0E
3387416,19,637,362,1,0.1,0,2018-02-17 12:51:58.02 UTC,9KKO8VBDGOSR85IX1RK9
3387430,3,413,149,1,0,0,2018-02-16 10:07:49.67 UTC,29R2GZ3DRZXKXSKLPEKD
3387433,8,2908,42,1,0.1,0,2018-02-10 01:12:05.16 UTC,P9UJ06N9DVYCVM23GXNZ
3387528,15,2922,281,1,0,0,2018-03-19 20:49:23.71 UTC,IQHNCLV7UFYXRMYWI5OA
3387550,14,3334,83,1,0.1,0,2018-02-01 17:02:48.53 UTC,9UEBG1F26G8YHHK607AH
3387560,14,110,66,1,0,0,2018-04-20 02:29:37.57 UTC,ZF3QZ8MJV5YCOQ1WZGBE
3387579,9,89,217,1,0,0,2018-02-21 16:59:45.7 UTC,ZW91GL6B7447LWXQKIX4
3387592,3,178,159,1,0.2,0,2018-02-24 05:17:47.54 UTC,AFY1CRIU6F0ZVADASQST
3387627,16,3674,260,1,0,0,2018-02-26 21:19:39.22 UTC,ZK9TXEVYBOSBEB4CSHAJ
3387653,4,3762,171,1,0,0,2018-04-12 08:08:35.99 UTC,ZNSKCOLLGZ44TW3JDQBG
3387684,11,264,146,1,0,0,2018-04-14 01:07:58.35 UTC,BVPUQKD6R3SH8E4A6P5A
3387685,15,3169,290,1,0,0,2018-02-22 19:25:21.78 UTC,IXDSM3GAZ3BPW79JKPTM
3387706,8,1011,229,1,0,0,2018-01-09 15:01:13.12 UTC,UIUQ13TQZC4L8DWDKF2Z
3387740,7,2158,62,1,0,0,2018-02-14 04:24:08.66 UTC,4CB88DZ3GUG06KNDXK7X
3387747,5,3547,355,1,0,0,2018-04-19 14:18:35.69 UTC,ZL3A5GCPS87F3BFUEN6S
3387765,12,3903,152,1,0,0,2018-03-29 03:07:46.19 UTC,BY30AC3JZT384L0GN4XT
3387788,2,2948,210,1,0,0,2018-03-09 00:45:48.63 UTC,4YNOM7867RQUCV25MXMM
3387837,7,2478,66,1,0,0,2018-02-07 11:50:51.38 UTC,CS346Z8YN1BP4A439ENL
3387950,23,2884,59,1,0,0,2018-01-15 23:28:09.74 UTC,CEFOUJQZAQWB97F8G2LK
3387963,9,498,200,1,0,0,2018-05-09 16:27:58.06 UTC,DL48PVM1NMM7PC2J0SDB
3387971,15,1025,272,1,0,0,2018-01-10 02:08:27.38 UTC,C7FMVEES2S15SLTRGFPE
3387978,12,422,351,1,0,0,2018-04-13 21:26:11.72 UTC,Y3NX2UIYBFGTUXB5C3SE
3387985,14,3101,100,1,0,0,2018-04-01 17:04:43.3 UTC,PKQW2BFVIUFH9JP8N36A
3387995,20,3253,141,1,0,0,2018-02-21 16:16:57.92 UTC,7FDHPZWQILERHEKA5W6G
3388001,3,2081,186,1,0.1,0,2018-03-09 06:08:42.69 UTC,FLBE5U2Z8KRLQ9HDOCTB
3388005,8,1860,240,1,0,0,2018-01-06 21:19:42.36 UTC,P6RAC477EQTELJF3A2YO
3388028,3,841,381,1,0,0,2018-04-17 05:58:54.66 UTC,NR65QXZRS7PZZF8NMI4P
3388030,5,1278,98,1,0,0,2018-01-13 01:47:51.88 UTC,ISY0HO293SI0M7GY54VA
3388047,9,3087,233,1,0.2,0,2018-04-06 23:43:54.51 UTC,LRTD2UCHNWQM5HJJL7MH
3388058,8,3302,41,1,0,0,2018-03-16 23:48:11.71 UTC,OJCKFKIT5M8JQGXWV6RU
3388063,1,7,443,1,0.2,0,2018-03-11 16:02:33.04 UTC,CWNQNPQLTW28U3SOX0B5
3388072,17,2825,442,1,0,0,2018-01-12 23:59:36.77 UTC,AJRR3GH6RJRFEGP7UQ1N
3388079,19,3182,182,1,0,0,2018-02-12 08:48:37.21 UTC,G0WERPZVQEBEVRY67R04
3388095,10,2191,412,1,0.1,0,2018-05-06 12:37:37.86 UTC,9AV9KHZEPIZ6I7Y5QTM0
3388109,7,1906,43,1,0,0,2018-01-12 11:57:56.52 UTC,TK0FQRPS3FSPOVFRXGGM
3388113,13,121,311,1,0,0,,AHB33MKMW5V7CE0PICO1
3388185,5,1434,323,1,0,0,2018-04-25 17:56:34.2 UTC,YIQDILGG4LW6LUXQFDQP
3388186,18,2703,425,1,0,0,2018-04-08 19:01:56.42 UTC,QTJ8F44Z1OHSVGSDJ5AO
3388221,5,103,314,1,0,0,2018-03-09 07:03:40.16 UTC,SDHF6FQRFPY6H92NF2F8
3388237,7,1064,278,1,0.1,0,2018-04-06 23:33:20.02 UTC,CLSVQZDX3R5VDCTCIPK0
3388279,2,960,192,1,0,0,2018-04-26 15:00:16.78 UTC,EUKQY2YF0U5EEPQJ2QAZ
3388323,16,3174,30,1,0.2,0,2018-02-10 02:09:12.08 UTC,C0OH8FG7SMMGIFC8OW2M
3388336,18,2211,407,1,0,0,2018-02-04 07:42:46.48 UTC,QP8DU1WQQ588V7D1ORMW
3388337,5,3618,357,1,0,0,2018-04-01 02:32:32.5 UTC,FZGPOGK8V7ZXS2EFPIAF
3388441,4,3128,386,1,0,0,2018-01-18 13:26:52.92 UTC,L5P94C5R58V7RJXZ3EAR
3388442,23,3262,58,1,0,0,2018-04-17 23:12:28.93 UTC,5DL6598V10ZB0G9DT20U
3388479,12,2851,146,1,0.1,0,2018-03-31 05:20:18.65 UTC,JO4GCK22974CK142II82
3388503,9,2360,221,1,0,0,2018-03-09 11:59:00.78 UTC,0WVCDO3UVUW3XOCIUBZS
3388528,6,1859,326,1,0,0,2018-04-07 23:49:36.45 UTC,FY52Z86SVRKXGMZEHPRF
3388535,19,1902,393,1,0.1,0,2018-02-06 05:46:47.2 UTC,SAEE1FE3NV6B3QX9SCKP
3388560,15,2732,273,1,0,0,2018-02-03 04:14:59.99 UTC,EEMBA7BXUHTZP4HD5C33
3388599,3,1813,397,1,0,0,2018-01-18 20:55:45.97 UTC,V9I4OG4RWKF9SWP3XS4K
3388619,8,2941,28,1,0,0,2018-02-12 10:14:09.47 UTC,8GULVSNFHC5H0PZC8827
3388632,9,1667,223,1,0.2,0,2018-01-07 21:40:07.73 UTC,S8KW6UXU490R3VZSNDWM
3388655,19,2167,371,1,0,0,2018-03-02 15:25:45.9 UTC,8SE1LLFKA7KK01TFGZ42
3388656,14,1671,71,1,0.2,0,2018-01-20 06:19:38.98 UTC,F5J3DBFX2Q4UMGBLXRQV
3388660,3,393,396,1,0,0,2018-02-01 19:34:11.46 UTC,ABX4DP3VKY6SP1AN7QYS
3388697,9,333,210,1,0.1,0,2018-04-06 06:37:48.77 UTC,NIU6ULLF6G8WGCK4M44K
3388702,5,2825,128,1,0,0,2018-03-02 14:00:54.33 UTC,OO21ZTW8TUUM0BMEAIC5
3388721,3,1638,179,1,0,0,2018-01-12 08:13:08.39 UTC,W6VM5TYT2FTMGNY889LD
3388730,20,2283,364,1,0,0,2018-01-29 13:10:46.09 UTC,33J6UU2OB184JSWWMMD9
3388809,7,3190,298,1,0,0,2018-03-01 23:13:01.76 UTC,LZNUFMF0C7DAL6NBL4SQ
3388812,12,3078,148,1,0,0,2018-01-02 21:22:02.38 UTC,P1KWLNFOK3AS8X6Y4N95
3388881,1,1646,16,1,0,0,2018-03-29 02:48:21.35 UTC,L6A4V7BTXPCWO70NN3JV
3388933,18,2048,173,1,0,0,2018-04-12 14:26:25.93 UTC,XG7EU71M9DOP6Y7VLVPF
3388934,11,2968,392,1,0,0,2018-02-08 22:49:35.67 UTC,ISY9ZSKRJH4ZL90OU1T7
3388975,18,1736,405,1,0,0,2018-03-05 13:53:48.05 UTC,BVSRVNTWNT9JEE1GRYU2
3389038,7,1299,37,1,0,0,2018-04-10 18:47:27.91 UTC,QF2OB8IK2BJTV0SZON46
3389054,21,2178,101,1,0,0,2018-02-27 08:58:16.37 UTC,MSWZVVE661TBZYRHBOI8
3389059,9,304,216,1,0.2,0,2018-01-17 11:34:10.64 UTC,CQEZCIQMS0NQ2KS3VXH2
3389077,19,741,359,1,0.1,0,2018-01-01 18:03:20.71 UTC,S74BTAHI04VVPN4PDGEY
3389092,1,2928,19,1,0,0,2018-04-20 09:05:42.14 UTC,2Z00SR2RTU1HT0N9T0JD
3389093,22,995,274,1,0,0,2018-01-06 10:43:02.63 UTC,499RHB4NVL630LXOAJZV
3389120,12,3228,362,1,0.1,0,2018-01-29 00:16:30.48 UTC,TNVJ6AX7UTU25TPI4167
3389154,23,2551,263,1,0,0,2018-04-23 18:53:28.13 UTC,S0M9IWA3TFQORSJZQIHN
3389196,21,400,304,1,0,0,2018-03-30 20:10:17.51 UTC,K7ZXIYO0HK1D69N5AAWH
3389259,10,2300,423,1,0,0,2018-04-10 18:01:23 UTC,PN0IHFBPUD3D0GNKE6LQ
3389277,1,1812,4,1,0,0,2018-03-02 01:25:09.35 UTC,7ESQYV33Z7XHP0UY1ANT
3389286,13,2157,336,1,0.2,0,2018-03-26 04:30:36.96 UTC,A924MVMY1ZIXW6QNM87M
3389307,5,883,335,1,0,0,2018-01-09 16:44:20.29 UTC,UOBYU0IXTRTKDJ34D35T
3389309,2,2339,212,1,0,0,2018-05-02 22:13:50.41 UTC,J0L3Z6HZJSKYHZG6SFQ2
3389320,18,2881,410,1,0,0,2018-04-07 19:28:28.52 UTC,UL2D6VLGTA4F69SHVH1D
3389341,9,1275,1,1,0,0,2018-03-17 11:46:16.67 UTC,689RMP0SBYH0HK16TOT4
3389355,1,1556,215,1,0.2,0,2018-01-11 04:57:20.39 UTC,WEJBP32PRH8Y7KZC098P
3389357,18,2373,418,1,0.2,0,2018-04-11 04:41:59.67 UTC,8CEW6WC1W39TEXJDN88M
3389370,6,2005,322,1,0.1,0,2018-05-01 23:40:20.66 UTC,3UPAUDABUNULBM917L2R
3389375,10,1607,409,1,0.2,0,2018-01-22 07:42:11.85 UTC,5QSOK2863254QMHQ6URA
3389423,10,2650,202,1,0,0,2018-01-09 14:40:08.27 UTC,2RQ9Y0T6XKOANNCP1UWA
3389437,1,1283,12,1,0,0,2018-02-10 02:02:42.68 UTC,29SAA11JEFZSQDA18Z51
3389452,11,615,371,1,0,0,2018-03-20 21:35:14.97 UTC,0XBAUQBWR3UFG6MOENWO
3389481,3,1607,174,1,0,0,2018-01-14 10:50:25.73 UTC,1YMYGYYI6RCO75V3NWYP
3389505,15,798,249,1,0.2,0,2018-02-01 05:31:57.64 UTC,T0R77SJ2ZJB3603QA0K9
3389539,18,3442,210,1,0.1,0,2018-03-27 10:23:23.59 UTC,C63E8UW8KB8YBOXY8B17
3389600,5,2675,135,1,0.1,0,2018-02-12 06:28:53.52 UTC,E6Q92FWMRRSHJ1408MY9
3389607,13,1178,86,1,0,0,2018-02-08 16:26:58.56 UTC,4MAIHLJHMBWI8R8GK7ZU
3389620,10,1121,197,1,0,0,2018-01-17 08:34:46.44 UTC,A9AU7LZ87A27HM7V20M8
3389621,2,984,421,1,0,0,2018-05-01 16:24:16.66 UTC,8YJWRYCCVG1H8HRL6GYH
3389655,3,1692,166,1,0.1,0,2018-02-20 14:04:36.87 UTC,IQNTF5AKHORERMUMP8GI
3389662,9,3494,241,1,0,0,2018-03-08 05:11:54.07 UTC,CZ328FKJ3ZCMUN112N4A
3389685,14,3724,323,1,0,0,2018-02-20 08:49:44.19 UTC,0VA9W5XF2M043K3Z2YA5
3389761,7,2727,54,1,0,0,2018-04-22 21:14:09.31 UTC,DM1N03KPAVUSXLW3IJUN
3389796,16,3019,20,1,0,0,2018-01-04 07:01:51.91 UTC,NXYP9MSSM7EUEZDF5GHK
3389804,17,1695,205,1,0,0,2018-04-04 14:05:40.54 UTC,6HLC5EMVBS1OM6O4MELN
3389819,9,5,206,1,0.2,0,2018-01-15 07:56:08.59 UTC,YSRFIDYAIIA5SLMRV4G0
3389865,18,2013,196,1,0,0,2018-02-23 19:52:01.66 UTC,DA8RDZC0W1Y6NTEEIQ4Y
3389874,18,1942,193,1,0,0,2018-02-24 01:45:35.96 UTC,S1HUT54K9AU9KFGQQ3YM
3389919,8,2964,261,1,0.1,0,2018-01-10 12:44:10.33 UTC,358RH6CSVVWB53XS4SZ1
3389946,3,457,158,1,0.2,0,2018-02-02 02:54:10.21 UTC,W4CCCGQ9JUTYQGDZGA86
3389964,5,1849,109,1,0,0,2018-03-21 09:15:01.15 UTC,VSHQN5XF7EYXIRAAUCN6
3389978,3,3497,413,1,0,0,2018-02-13 15:46:55.64 UTC,54S6VQOD2S8Y4FCWD4SW
3389992,2,2020,205,1,0,0,2018-01-01 21:40:32.04 UTC,5AB2NS8T9RPCFUCWV9GP
3390040,21,2265,109,1,0.1,0,2018-01-06 22:02:54.55 UTC,47UT3OQHYQKDVUT0361C
3390072,14,2976,304,1,0,0,2018-03-31 05:14:49.46 UTC,YTOHBZOY90JYC2CH9TIO
3390093,17,2071,219,1,0,0,2018-01-04 13:48:44.82 UTC,3S3RVGILNBWM7CXEFW00
3390096,3,94,139,1,0.2,0,2018-01-29 09:14:13.22 UTC,1PVTB35YVNVK9O2L86TN
3390099,20,2809,129,1,0,0,2018-03-10 04:18:05.63 UTC,XZDWB2YC4EVPLS3N9ND2
3390127,21,906,85,1,0,0,2018-03-25 22:04:50.01 UTC,QU1XJWARZ0YKJILL9M33
3390138,21,3482,128,1,0,0,2018-04-17 06:05:22.7 UTC,L2G4HJDUJA5UV60EIUDD
3390177,19,1069,384,1,0,0,2018-01-13 06:01:57.69 UTC,I976SURG10FJH38824GV
3390207,20,1825,119,1,0,0,2018-02-17 21:27:13.31 UTC,M6IFMRPM9GM6MSZBRBPC
3390216,6,1828,81,1,0,0,2018-01-22 09:19:35.23 UTC,4GOKNHZHR9RK0KAQRY8A
3390239,8,286,220,1,0.1,0,2018-03-10 09:30:58.03 UTC,IWCZKHTKBC1B445HSAUP
3390277,15,1501,267,1,0,0,2018-01-29 07:26:26.28 UTC,UIEVA5WEMALS0Y0WBP6N
3390302,16,3296,265,1,0.1,0,2018-01-05 07:07:44.88 UTC,GHT80DSCCP0O71EVZS1Y
3390407,20,1082,130,1,0,0,2018-02-16 22:38:29.01 UTC,F81K5KLBQHW7T0ZDVWD6
3390422,4,1963,147,1,0.2,0,2018-03-16 21:19:32.9 UTC,DQ72UKTIFLND3T3B9L0X
3390510,9,3609,15,1,0.1,0,2018-01-28 07:18:23.48 UTC,5YHRNFVSLPFXRKICN8DH
3390517,13,3331,124,1,0.2,0,2018-01-21 01:25:14.59 UTC,7SJJM2YFL2KQPRUAS99A
3390520,9,3915,6,1,0.2,0,2018-03-25 17:14:53.9 UTC,KOU6WHUOGS4IS2PRM17D
3390547,16,2670,239,1,0,0,2018-02-07 23:24:53.11 UTC,VRY3HOLASJPFNNLJ3OX7
3390548,1,1094,225,1,0,0,2018-02-14 07:14:13.85 UTC,FWP7S53OVX3XLE6BW9NH
3390606,9,2751,221,1,0.1,0,2018-04-06 17:02:56.03 UTC,EL57ZAYREIOY0YVFRJ4A
3390609,21,956,305,1,0,0,2018-02-26 00:14:44.89 UTC,1NQK2MNN177PSM6VGC02
3390628,13,3139,123,1,0.2,0,2018-01-27 09:42:00.45 UTC,YNU9RRA12KAM46YFBRAO
3390645,9,180,191,1,0,0,2018-03-26 01:22:25.39 UTC,RGMSFTC097464G0JIL7V
3390727,16,2071,255,1,0,0,2018-02-05 22:15:51.53 UTC,U40NWTHZKCD348ARY1SD
3390746,2,440,409,1,0.2,0,2018-01-12 10:27:35.48 UTC,JQFXR3HGUC5CTIRFR20X
3390808,5,2794,361,1,0,0,2018-01-05 20:50:35.74 UTC,3TQDNQR3HN66FGPM7SYD
3390821,23,1126,246,1,0,0,2018-04-10 15:21:11.98 UTC,3UXINZK66Q4WBV35O91Y
3390943,11,1315,377,1,0,0,2018-02-24 12:22:47.19 UTC,EA7Y0PA9IDP7429HODRT
3390945,9,2075,439,1,0,0,2018-04-27 07:58:03.39 UTC,9E1NYNBKGBTWMZM4UEAX
3390949,22,1955,76,1,0,0,2018-03-31 19:24:41.79 UTC,VOQPRG2F5XJXBWB7CSTZ
3391049,11,263,152,1,0,0,2018-01-15 05:29:25.53 UTC,R5WIMJZQ8HUXKHJUCS4D
3391072,7,3917,302,1,0,0,2018-05-02 11:06:13.06 UTC,X5MJL0F5KDSJN1LVJIV6
3391076,11,961,169,1,0.2,0,2018-04-17 21:21:20.37 UTC,12ATOKY5JWXBGO5BH81A
3391078,8,3367,257,1,0,0,2018-01-16 07:58:28.43 UTC,4RA51V3N185UZD5IP7P4
3391108,11,3803,407,1,0.1,0,2018-02-22 00:58:09.4 UTC,PKVMX9Z4X27NPOIASRRQ
3391213,2,2545,205,1,0,0,2018-01-29 20:20:03.38 UTC,WPORFV1MFO732UK7RFE4
3391218,17,2015,212,1,0,0,2018-03-14 13:18:30.8 UTC,B2MUDA8Y1KT9J28A9DGY
3391272,10,1790,193,1,0,0,2018-01-26 11:00:14.12 UTC,Z6YEWQOJGSHBV5H22X4Q
3391277,15,3356,49,1,0,0,2018-02-17 21:15:01.61 UTC,176TIK2CZ9295TJKAGJ2
3391326,8,2372,28,1,0,0,2018-04-26 01:18:45.34 UTC,M0YNB26U76BP9KIBNQ0H
3391328,1,3533,28,1,0,0,2018-03-23 07:58:50.83 UTC,6WWBS1TN2CDJDZUBQW4E
3391335,12,2967,387,1,0,0,2018-01-22 04:18:18.35 UTC,RMGGP704VTE4AAECETAW
3391418,16,983,1,1,0,0,2018-04-03 19:52:28.67 UTC,SJ8QFK1WU3FFSARVUFSQ
3391463,6,3295,318,1,0,0,2018-03-20 16:01:13.9 UTC,268TGD0KV3JPO6WZ5245
3391529,9,427,430,1,0,0,2018-04-16 21:36:14.61 UTC,9VAZBDK0GNSM0PDF7YQW
3391560,15,468,267,1,0.2,0,2018-05-05 02:51:41.99 UTC,FRL2ZIEU5IXTH5E07DF0
3391567,19,1198,160,1,0,0,2018-04-18 09:56:18.97 UTC,8WWL3WQWEB2PDP0DWPEC
3391587,15,312,26,1,0.1,0,2018-02-17 06:15:04.41 UTC,0QR77Z7POSVQOO8JWBE4
3391603,19,3784,177,1,0,0,2018-02-22 03:18:38.96 UTC,JXXR1BQOBIC1NUJT36VW
3391616,5,24,315,1,0,0,2018-01-28 14:54:59.82 UTC,ISJCS03NQWYZ0YTOD6R4
3391661,23,1316,258,1,0.1,0,2018-03-07 21:41:13.1 UTC,LB05RQ0YF17CHP0LAJTZ
3391697,10,1220,175,1,0,0,2018-03-17 19:55:52.34 UTC,HEZQPGYU9F7RBP7HWM2R
3391736,17,97,197,1,0,0,2018-03-24 13:01:36.98 UTC,Y5KCW4B8AP9EVXN9MX9E
3391776,20,1951,364,1,0,0,2018-03-15 15:07:15.27 UTC,8MHYWDM2WC7GTJJO7EI7
3391787,10,1785,200,1,0,0,2018-04-26 10:48:10.33 UTC,H7J8B0HN5RQECY7OGNFW
3391806,2,547,194,1,0,0,2018-01-07 08:36:04.41 UTC,MSOBSOURAYGWLQ21TI4U
3391815,20,2824,139,1,0,0,2018-04-27 08:13:45.34 UTC,B00J3IYL1707NDG4QXR4
3391869,21,1807,334,1,0,0,2018-04-23 15:03:12.51 UTC,2DFFFEZXYJ4FGR9V2N1G
3391878,15,521,258,1,0.2,0,2018-04-10 02:41:44.18 UTC,XPXZEHRO49BBU13RRVOA
3391908,15,1404,260,1,0,0,2018-04-27 16:47:56.69 UTC,D447EAL6ZI4CK17LALYU
3391918,3,3100,420,1,0,0,2018-02-21 23:48:56.99 UTC,EI0TZWMNSGMOL1QVEFAY
3391960,1,3515,266,1,0,0,2018-02-08 05:30:14.19 UTC,PQQQ57889GW4F3B85DJ4
3391986,20,3892,144,1,0.2,0,2018-02-03 06:58:29.21 UTC,Y0JJT6UKUAYU8YZ8GJAY
3391989,1,2673,31,1,0,0,2018-01-01 07:54:00.86 UTC,DFUMPXFDWHT9N291K3NQ
3391997,15,1798,31,1,0,0,2018-01-19 21:08:03.65 UTC,HZ0T2R6LFCFO625A69TZ
3392001,21,2759,325,1,0,0,2018-03-04 12:19:06.17 UTC,P4CGWPXX20XZALWI97KF
3392026,8,2447,259,1,0,0,2018-02-22 09:50:14.88 UTC,ER2Q6TSU2AR2FPRHP9ME
3392032,3,1144,173,1,0,0,2018-04-23 03:11:40.52 UTC,878IIMXANZFWS485ZEJK
3392125,21,1336,93,1,0,0,2018-02-14 13:43:40.06 UTC,V5DS1155SETVKE3IPJKJ
3392146,13,576,331,1,0,0,2018-04-01 10:02:27.34 UTC,TYJP1JERP99GIFED9L4H
3392161,15,851,49,1,0.2,0,2018-04-28 11:13:36.7 UTC,L7KGEMJWV3NESRWCFAPC
3392180,9,760,214,1,0,0,2018-03-25 03:41:12.73 UTC,DVC5ROU5X3002Z1ZJ1AF
3392229,15,1922,277,1,0.2,0,2018-03-31 10:16:19.09 UTC,OEI8GXOZV7IV3VLBPBRR
3392275,18,2316,188,1,0,0,2018-02-20 01:46:14.02 UTC,U5IX0KWEDZZF3PC6IPNZ
3392302,23,2415,255,1,0,0,2018-01-24 00:02:23.63 UTC,QFLORU74DWGPIKPLP277
3392334,21,3153,342,1,0,0,2018-02-04 07:59:59.16 UTC,VAMA0ASLYC7QE1SCCQDR
3392402,18,1682,169,1,0,0,2018-03-24 10:53:28.51 UTC,81RYIZWIMQWATTSQPPP0
3392418,9,1910,445,1,0,0,2018-01-13 03:10:14.8 UTC,RUKVOCPZI7ITAOQ27E6W
3392420,11,3335,415,1,0,0,2018-01-20 12:12:47.36 UTC,1MJ6OGL6H1YSYJ3CCYW5
3392479,8,3835,277,1,0,0,2018-01-31 16:45:30.51 UTC,7ITL3UGHV3OPXXZYKDNN
3392508,12,1208,354,1,0,0,2018-04-05 15:01:52.92 UTC,GTECJPLPO3LBFW9J4SKY
3392604,15,293,35,1,0,0,,XLSG1L7MAPSL93R1FEMA
3392625,14,1092,296,1,0,0,2018-04-29 20:35:44.76 UTC,I35CS13ZW4ML81EOFAGQ
3392679,7,3518,287,1,0.1,0,2018-03-05 20:46:36.52 UTC,X9N6RKEK6KQF5OIPFJEC
3392694,19,3515,408,1,0,0,2018-03-06 03:05:00.1 UTC,VLSQS2WLZYP4913KJB9R
3392757,10,3625,212,1,0,0,2018-05-05 02:00:40.23 UTC,1D7JSS3OCTFMIF5EDNTO
3392760,4,3337,167,1,0,0,2018-04-12 10:14:36.94 UTC,OT7QZT0PPJSCBCD7PAH2
3392793,9,2915,235,1,0,0,2018-01-16 13:18:50.99 UTC,ZU6PFMN49ROS9AHH5XUF
3392797,16,3361,42,1,0,0,2018-03-10 16:15:57.39 UTC,Q5L6BEVTCX57N8SX9UHL
3392800,1,30,437,1,0,0,2018-05-01 01:06:19.69 UTC,EFIRFGTGPRYD4F4M1DME
3392808,6,1834,95,1,0,0,2018-04-22 05:35:19.62 UTC,C27M5M3VQPLZ4RVH1HQT
