Transaction ID,Product ID,Customer ID,Status,Created At,Campaign,SKU,Price,QTY,Discount,Shipping Cost,Total Revenue,Category Name,Payment Method
ID-563,727881,84880,,2023-10-10,Campaign 10/10,BAGFT59F0930C2B917,2.23E+06,1,0.00E+00,0,"2,230,000",Beauty & Grooming,COD
ID-722,728553,84998,,2023-10-10,Campaign 10/10,WOFDEA59CE2196E3BF0,6.99E+06,1,0.00E+00,0,"6,990,000",Women's Fashion,COD
ID-52,724855,50178,complete,2023-10-10,Campaign 10/10,MEFTHE59F6D780CDF16-43,5.99E+06,1,0.00E+00,0,"5,990,000",Men's Fashion,COD
ID-843,729009,77013,,2023-10-10,Campaign 10/10,SOGMAY5A2F7FD86BA0D,4.32E+06,1,0.00E+00,0,"4,320,000",Soghaat,COD
ID-2723,738451,86427,,2023-10-10,Campaign 10/10,HALTOP5A6FF7D026C5D,6.99E+06,1,0.00E+00,0,"6,990,000",Home & Living,COD
ID-135,725125,84552,,2023-10-10,Campaign 10/10,WOFDEA5A44C03C836C9-36,5.99E+06,1,0.00E+00,0,"5,990,000",Women's Fashion,COD
ID-1534,732001,39999,,2023-10-10,Campaign 10/10,SOGMUL5A2FCAD4B7344,6.66E+06,1,0.00E+00,0,"6,660,000",Soghaat,COD
ID-2323,735031,63013,,2023-10-10,Campaign 10/10,BAGSAE5A002EF7E8132,2.25E+06,2,2.25E+05,0,"4,275,000",Beauty & Grooming,Instant Payment
ID-954,729996,2749,,2023-10-10,Campaign 10/10,APPHED59D48991C9EB3,2.99E+06,1,2.99E+05,0,"2,691,000",Appliances,Instant Payment
ID-3261,741701,87055,,2023-10-10,Campaign 10/10,MEFKAR5A7C139F31F70-L,5.40E+06,1,0.00E+00,0,"5,400,000",Men's Fashion,COD
ID-312,726266,84737,,2023-10-10,Campaign 10/10,BAGLAG5A0AFBBDB1B38,7.50E+06,1,0.00E+00,0,"7,500,000",Beauty & Grooming,COD
ID-325,727152,668,,2023-10-10,Campaign 10/10,MEFMOI5A1E52F913BDE-XL,7.49E+06,1,0.00E+00,0,"7,490,000",Men's Fashion,COD
ID-773,728698,85032,,2023-10-10,Campaign 10/10,MATUMW5A3A3634E2D19,1.98E+06,1,0.00E+00,0,"1,980,000",Mobiles & Tablets,COD
ID-940,729424,85157,,2023-10-10,Campaign 10/10,WOFTEL5A059248E7123,5.99E+06,1,0.00E+00,0,"5,990,000",Women's Fashion,COD
ID-3127,740979,32670,,2023-10-10,Campaign 10/10,MATBIZ5A702C344B5C4,1.29E+06,1,0.00E+00,0,"1,290,000",Mobiles & Tablets,COD
ID-2024,734371,56381,,2023-10-10,Campaign 10/10,BAGKEM5A3233E6A9A53,9.00E+06,1,0.00E+00,0,"9,000,000",Beauty & Grooming,COD
ID-2998,740132,74104,,2023-10-10,Campaign 10/10,HALEMA59AC666963B26,2.38E+06,1,0.00E+00,0,"2,380,000",Home & Living,COD
ID-2978,739931,23398,,2023-10-10,Campaign 10/10,BKSPRO59AC6EC6A0CF0,1.49E+06,1,0.00E+00,0,"1,490,000",Books,COD
ID-837,729017,67007,,2023-10-10,Campaign 10/10,BAGKUR59AD641053F16,8.98E+06,1,0.00E+00,0,"8,980,000",Beauty & Grooming,COD
ID-2214,735302,16436,,2023-10-10,Campaign 10/10,SOGAMB5A09BA24B3DA2,1.40E+06,1,1.40E+05,0,"1,260,000",Soghaat,Virtual Account
ID-2713,738461,85775,,2023-10-10,Campaign 10/10,HASQAR5A536970F0677,1.33E+06,2,0.00E+00,0,"2,660,000",Health & Sports,COD
ID-388,727398,50318,,2023-10-10,Campaign 10/10,HALFAN59FAC20518DDA,4.99E+06,1,0.00E+00,0,"4,990,000",Home & Living,COD
ID-1800,733118,80856,,2023-10-10,Campaign 10/10,MEFCLI5A1EA388B3C99,6.45E+06,1,0.00E+00,0,"6,450,000",Men's Fashion,COD
ID-31,724271,19977,complete,2023-10-10,Campaign 10/10,BAGDYN5A00299205673,1.99E+06,1,0.00E+00,0,"1,990,000",Beauty & Grooming,COD
ID-2844,739390,26664,,2023-10-10,Campaign 10/10,MATMY5A4A258E4C004,1.14E+06,2,1.14E+05,0,"2,166,000",Mobiles & Tablets,COD
ID-1693,732505,66120,,2023-10-10,Campaign 10/10,HALEMA59AC6330E7A5D,6.20E+06,1,0.00E+00,0,"6,200,000",Home & Living,COD
ID-1705,732389,85617,,2023-10-10,Campaign 10/10,WOFDEA5A570E7941F48-34,3.99E+06,1,0.00E+00,0,"3,990,000",Women's Fashion,COD
ID-2990,740101,59918,,2023-10-10,Campaign 10/10,KABPLA5A3A0675B758E,3.45E+06,1,0.00E+00,0,"3,450,000",Kids & Baby,COD
ID-258,726003,32300,,2023-10-10,Campaign 10/10,SOGMAY5A2F7FBFEBC87,3.85E+06,1,0.00E+00,0,"3,850,000",Soghaat,Virtual Account
ID-2651,737779,79927,,2023-10-10,Campaign 10/10,HALSHO59F8669F78A2D,1.39E+06,2,0.00E+00,0,"2,780,000",Home & Living,COD
ID-140,725186,84563,,2023-10-10,Campaign 10/10,BAGNOV5A3764DA380FC,5.00E+06,1,0.00E+00,0,"5,000,000",Beauty & Grooming,COD
ID-820,729240,61531,,2023-10-10,Campaign 10/10,SOGMAY5A09B5F0EAACB,7.00E+05,2,7.00E+04,0,"1,330,000",Soghaat,COD
ID-2812,738978,86517,,2023-10-10,Campaign 10/10,MEFKUR59ACC95CF3AE9,3.98E+06,1,3.98E+05,0,"3,582,000",Men's Fashion,COD
ID-1738,733045,40911,,2023-10-10,Campaign 10/10,MEFECH5A5DC3EAAE4C7-XL,8.49E+06,1,8.49E+05,0,"7,641,000",Men's Fashion,COD
ID-986,730468,9510,,2023-10-10,Campaign 10/10,HASQAR5A536900C7C01,1.06E+06,1,1.06E+05,0,"954,000",Health & Sports,Instant Payment
ID-3152,741279,82782,,2023-10-10,Campaign 10/10,MEFOXF5A535056C1CB8-XL,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-71,724600,83695,,2023-10-10,Campaign 10/10,WOFDEA59F1ED240F656,3.89E+06,1,0.00E+00,0,"3,890,000",Women's Fashion,COD
ID-2610,737470,86277,,2023-10-10,Campaign 10/10,HALNIC5A58507ABA754,5.99E+06,1,0.00E+00,0,"5,990,000",Home & Living,COD
ID-2073,734618,19805,,2023-10-10,Campaign 10/10,WOFVAL59D5E9C60BDB0-XL,8.00E+06,1,8.00E+05,0,"7,200,000",Women's Fashion,COD
ID-864,729122,85110,,2023-10-10,Campaign 10/10,BAGSAE5A002F08B2217,1.98E+06,1,0.00E+00,0,"1,980,000",Beauty & Grooming,COD
ID-3239,741655,87035,,2023-10-10,Campaign 10/10,MEFKAR5A7C1393107CA-XL,7.40E+06,1,0.00E+00,0,"7,400,000",Men's Fashion,COD
ID-3054,740662,26751,,2023-10-10,Campaign 10/10,HALTOP5A6FF6C17A4D9,5.99E+06,1,0.00E+00,0,"5,990,000",Home & Living,COD
ID-2894,739518,74191,,2023-10-10,Campaign 10/10,HALSHO59F8669F78A2D,1.53E+06,1,0.00E+00,0,"1,530,000",Home & Living,COD
ID-792,729049,2207,,2023-10-10,Campaign 10/10,BAGLOR5A12C5C16B1A8,3.66E+06,1,3.66E+05,0,"3,294,000",Beauty & Grooming,COD
ID-348,727080,9351,,2023-10-10,Campaign 10/10,BAGLOR5A12C5B831E9C,2.47E+06,1,2.47E+05,0,"2,223,000",Beauty & Grooming,Virtual Account
ID-33,724189,35535,complete,2023-10-10,Campaign 10/10,BAGMAS59C22278129A1,5.53E+06,2,0.00E+00,0,"11,060,000",Beauty & Grooming,Virtual Account
ID-3269,741877,87065,,2023-10-10,Campaign 10/10,MEFKAR5A7C1393107CA-M,7.40E+06,1,0.00E+00,0,"7,400,000",Men's Fashion,COD
ID-3048,740610,8407,,2023-10-10,Campaign 10/10,KABDYN5A0029BE7BD04,1.99E+06,1,0.00E+00,0,"1,990,000",Kids & Baby,COD
ID-2567,737611,68706,,2023-10-10,Campaign 10/10,SOGAMB5A311E521B90F,4.20E+06,2,0.00E+00,0,"8,400,000",Soghaat,Instant Payment
ID-2435,736733,86154,,2023-10-10,Campaign 10/10,HASASA5A54B0CBE52BD,4.20E+06,1,0.00E+00,0,"4,200,000",Health & Sports,Virtual Account
ID-230,725819,84665,,2023-10-10,Campaign 10/10,SADLIB59AC30C6EE8D6-26,6.89E+06,1,0.00E+00,0,"6,890,000",School & Education,COD
ID-1256,730569,85254,,2023-10-10,Campaign 10/10,WOFGUL59C24CD5EE733,7.20E+06,1,0.00E+00,0,"7,200,000",Women's Fashion,COD
ID-2301,736188,60931,,2023-10-10,Campaign 10/10,BAGEMA59BAB10EF1FCC,4.00E+06,2,4.00E+05,0,"7,600,000",Beauty & Grooming,Virtual Account
ID-1145,730385,84820,,2023-10-10,Campaign 10/10,KNO59D64DAF36939,2.70E+05,2,2.70E+04,0,"513,000",Superstore,Instant Payment
ID-2707,738614,83418,,2023-10-10,Campaign 10/10,MEFPRI5A5470A133FB2-32,7.99E+06,1,0.00E+00,0,"7,990,000",Men's Fashion,Instant Payment
ID-2892,739516,74191,,2023-10-10,Campaign 10/10,HALDYN5A0029AC8AC95,1.99E+06,1,0.00E+00,0,"1,990,000",Home & Living,COD
ID-1006,729721,24866,,2023-10-10,Campaign 10/10,BAGENL5A32728CB7050,3.00E+06,1,3.00E+05,0,"2,700,000",Beauty & Grooming,Instant Payment
ID-2506,737310,79927,,2023-10-10,Campaign 10/10,APPSHO59F8666BB5CB0,6.49E+06,1,6.49E+05,0,"5,841,000",Appliances,COD
ID-1155,730395,84820,,2023-10-10,Campaign 10/10,AHM59C0C5A82666A,4.90E+05,2,4.90E+04,0,"931,000",Superstore,Instant Payment
ID-777,728720,85035,,2023-10-10,Campaign 10/10,COMSMA59DCD08889EE4,8.52E+06,1,0.00E+00,0,"8,520,000",Computing,COD
ID-2917,739504,86642,,2023-10-10,Campaign 10/10,BAGJUN59C10C802DD74,4.68E+06,1,0.00E+00,0,"4,680,000",Beauty & Grooming,COD
ID-53,724677,59299,complete,2023-10-10,Campaign 10/10,HALLEA5A02A73C08C95,2.49E+06,1,0.00E+00,0,"2,490,000",Home & Living,COD
ID-3398,742111,87158,,2023-10-10,Campaign 10/10,MEFKAR5A7C1393107CA-M,7.20E+06,1,0.00E+00,0,"7,200,000",Men's Fashion,COD
ID-291,725975,84693,,2023-10-10,Campaign 10/10,BAGCOS5A45E9838AA3E,2.85E+06,1,0.00E+00,0,"2,850,000",Beauty & Grooming,Virtual Account
ID-2096,734546,85975,,2023-10-10,Campaign 10/10,KABSTI5A04481C88AC3,4.71E+06,1,0.00E+00,0,"4,710,000",Kids & Baby,COD
ID-18,724903,15960,complete,2023-10-10,Campaign 10/10,SOGSND5A437540871D2,2.20E+06,1,0.00E+00,0,"2,200,000",Soghaat,COD
ID-1124,730179,83855,,2023-10-10,Campaign 10/10,CAL5A1F9B5EA2E27,3.13E+06,1,3.13E+05,0,"2,817,000",Superstore,Instant Payment
ID-1103,729987,69037,,2023-10-10,Campaign 10/10,MATMY5A4A2575806B4,3.00E+06,1,3.00E+05,0,"2,700,000",Mobiles & Tablets,Instant Payment
ID-504,727782,34542,,2023-10-10,Campaign 10/10,MATHUA5A3777AE20DF5,1.99E+06,2,0.00E+00,0,"3,980,000",Mobiles & Tablets,COD
ID-3181,741054,86927,,2023-10-10,Campaign 10/10,BAGNET59E743E76C791,5.49E+06,2,0.00E+00,0,"10,980,000",Beauty & Grooming,COD
ID-2937,739711,66834,,2023-10-10,Campaign 10/10,MEFMRK5A310C55D8B49-M,3.50E+06,1,3.50E+05,0,"3,150,000",Men's Fashion,COD
ID-3324,742676,17684,,2023-10-10,Campaign 10/10,BAGRIV5A72FE0D6200D,5.60E+05,1,0.00E+00,0,"560,000",Beauty & Grooming,COD
ID-945,729469,85163,,2023-10-10,Campaign 10/10,KABC-T5A0BD5BE1DF7A-XL,3.60E+06,1,0.00E+00,0,"3,600,000",Kids & Baby,COD
ID-3241,741659,87036,,2023-10-10,Campaign 10/10,HALKAR5A7C1436C6F7E,2.75E+06,1,0.00E+00,0,"2,750,000",Home & Living,COD
ID-184,725575,61340,,2023-10-10,Campaign 10/10,MEFTHE59F6D780CDF16-43,5.99E+06,1,0.00E+00,0,"5,990,000",Men's Fashion,COD
ID-2522,737216,85775,,2023-10-10,Campaign 10/10,HASQAR5A53698FA5EF3,9.80E+05,1,0.00E+00,0,"980,000",Health & Sports,COD
ID-195,725807,79748,,2023-10-10,Campaign 10/10,MATMY5A4A254C42595,8.40E+05,1,0.00E+00,0,"840,000",Mobiles & Tablets,COD
ID-474,727260,84801,,2023-10-10,Campaign 10/10,BAGLOR5A12C5C2A6BE6,3.66E+06,1,0.00E+00,0,"3,660,000",Beauty & Grooming,COD
ID-1420,731130,85377,,2023-10-10,Campaign 10/10,MEFOXF5A5350591E2B7-M,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-2510,737321,81603,,2023-10-10,Campaign 10/10,HALTHU59FADBAD5039D,4.98E+06,2,0.00E+00,0,"9,960,000",Home & Living,COD
ID-1640,732161,85570,,2023-10-10,Campaign 10/10,MEFAYB59FAB68FB76B8,4.99E+06,1,0.00E+00,0,"4,990,000",Men's Fashion,COD
ID-2623,737620,86306,,2023-10-10,Campaign 10/10,BAGELM5A60834D2533C,6.00E+05,2,0.00E+00,0,"1,200,000",Beauty & Grooming,COD
ID-1281,730838,53026,,2023-10-10,Campaign 10/10,COMWOR5A1FB2A9E802A,7.30E+06,1,0.00E+00,0,"7,300,000",Computing,COD
ID-300,726107,84708,,2023-10-10,Campaign 10/10,COMPRO5A0D7EF75512D,6.63E+06,2,0.00E+00,0,"13,260,000",Computing,COD
ID-826,729149,66573,,2023-10-10,Campaign 10/10,BAGBUK5A013F7A618A1,2.94E+06,1,0.00E+00,0,"2,940,000",Beauty & Grooming,COD
ID-2751,738825,69660,,2023-10-10,Campaign 10/10,HALSHO59F835B081524,8.94E+06,1,0.00E+00,0,"8,940,000",Home & Living,COD
ID-2823,739123,86550,,2023-10-10,Campaign 10/10,HALSHO59F8669F78A2D,1.53E+06,1,0.00E+00,0,"1,530,000",Home & Living,COD
ID-81,724170,84415,,2023-10-10,Campaign 10/10,MEFDEA5A44C0264285B-L,3.99E+06,1,0.00E+00,0,"3,990,000",Men's Fashion,COD
ID-1270,730798,85297,,2023-10-10,Campaign 10/10,MEFHYP5A54760A7935A,6.98E+06,1,0.00E+00,0,"6,980,000",Men's Fashion,COD
ID-1600,732196,829,,2023-10-10,Campaign 10/10,MATREM5A01A8F45BE94,2.49E+06,1,0.00E+00,0,"2,490,000",Mobiles & Tablets,COD
ID-94,724941,84514,,2023-10-10,Campaign 10/10,HALSHO5A323386CFAD2,2.50E+06,1,0.00E+00,0,"2,500,000",Home & Living,COD
ID-317,726271,84737,,2023-10-10,Campaign 10/10,BAGNIC59EF2AA46F92B,5.19E+06,1,0.00E+00,0,"5,190,000",Beauty & Grooming,COD
ID-1564,731854,85501,,2023-10-10,Campaign 10/10,HALSHO59F82DC4B6D3E,6.24E+06,2,0.00E+00,0,"12,480,000",Home & Living,COD
ID-1564,731854,85501,,2023-10-10,Campaign 10/10,HALSHO59F82DC4B6D3E,6.24E+06,2,0.00E+00,0,"12,480,000",Home & Living,COD
ID-1664,732661,219,,2023-10-10,Campaign 10/10,MEFOXF5A5350635F282-S,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-3093,740433,86820,,2023-10-10,Campaign 10/10,MEFC-T5A79B699E2034-M,2.75E+06,1,0.00E+00,0,"2,750,000",Men's Fashion,COD
ID-3189,741231,86963,,2023-10-10,Campaign 10/10,MEFBNB5A58A8F9C2207-M,8.99E+06,1,0.00E+00,0,"8,990,000",Men's Fashion,COD
ID-1506,731772,85479,,2023-10-10,Campaign 10/10,BAGELM5A094F3D07AD6,2.37E+06,1,0.00E+00,0,"2,370,000",Beauty & Grooming,COD
ID-2363,735211,70769,,2023-10-10,Campaign 10/10,KNO59D64DAF36939,2.70E+05,2,2.70E+04,0,"513,000",Superstore,Instant Payment
ID-1666,732760,2784,,2023-10-10,Campaign 10/10,BAGSAE5A002F079F1CC,1.80E+06,2,0.00E+00,0,"3,600,000",Beauty & Grooming,Instant Payment
ID-605,728131,77527,,2023-10-10,Campaign 10/10,MATTEL59AC8C3DD2E95,4.99E+06,1,0.00E+00,0,"4,990,000",Mobiles & Tablets,Instant Payment
ID-2743,738692,42517,,2023-10-10,Campaign 10/10,WOFVAR5A55B31E6CF06,4.90E+06,1,0.00E+00,0,"4,900,000",Women's Fashion,Credit Card
ID-2877,739346,86601,,2023-10-10,Campaign 10/10,HALSHO59F8375B9DED0,1.98E+06,1,1.98E+05,0,"1,782,000",Home & Living,COD
ID-175,725852,27720,,2023-10-10,Campaign 10/10,MATUNI59AD6A3C9A0DC,2.79E+06,1,0.00E+00,0,"2,790,000",Mobiles & Tablets,COD
ID-3262,741703,87056,,2023-10-10,Campaign 10/10,MEFKAR5A7C1393107CA-M,7.40E+06,1,0.00E+00,0,"7,400,000",Men's Fashion,COD
ID-2518,737396,84048,,2023-10-10,Campaign 10/10,BAGNYX5A6589BBC6E57,6.80E+06,1,0.00E+00,0,"6,800,000",Beauty & Grooming,COD
ID-2401,734883,86039,,2023-10-10,Campaign 10/10,MATRUB59AC7E92E0BDF,1.56E+06,2,1.56E+05,0,"2,964,000",Mobiles & Tablets,Instant Payment
ID-1962,734092,43721,,2023-10-10,Campaign 10/10,MATHRT5A3A12FD6ADE4,2.95E+06,1,0.00E+00,0,"2,950,000",Mobiles & Tablets,COD
ID-1820,733224,85726,,2023-10-10,Campaign 10/10,MATINF5A37776F81345,4.49E+06,1,0.00E+00,0,"4,490,000",Mobiles & Tablets,COD
ID-257,726303,27113,,2023-10-10,Campaign 10/10,HALEMA59BA8E3B15AAE,3.00E+06,1,0.00E+00,0,"3,000,000",Home & Living,COD
ID-239,725880,84680,,2023-10-10,Campaign 10/10,MEFWIN5A01AA2EBBFDC,8.99E+06,1,0.00E+00,0,"8,990,000",Men's Fashion,COD
ID-3363,742756,73113,,2023-10-10,Campaign 10/10,SADSYC5A7027494E1AA,8.47E+06,1,0.00E+00,0,"8,470,000",School & Education,COD
ID-293,725977,84693,,2023-10-10,Campaign 10/10,BAGKUR59AC81269A44A,3.48E+06,1,0.00E+00,0,"3,480,000",Beauty & Grooming,Virtual Account
ID-1916,733689,16896,,2023-10-10,Campaign 10/10,MEFSIK59C12516B2B1F-L,6.99E+06,1,0.00E+00,0,"6,990,000",Men's Fashion,Virtual Account
ID-812,729198,57423,,2023-10-10,Campaign 10/10,BAGHOT5A5343A733976,2.45E+06,2,0.00E+00,0,"4,900,000",Beauty & Grooming,COD
ID-1659,732357,85608,,2023-10-10,Campaign 10/10,BAGSHO5A3233D7449EC,9.00E+06,1,0.00E+00,0,"9,000,000",Beauty & Grooming,COD
ID-204,725387,84599,,2023-10-10,Campaign 10/10,HASTEL59BAA5A7D9B5E,3.99E+06,1,0.00E+00,0,"3,990,000",Health & Sports,COD
ID-2275,735293,46636,,2023-10-10,Campaign 10/10,DET59F31AB0BCEDF,5.00E+06,1,5.00E+05,0,"4,500,000",Superstore,Virtual Account
ID-1573,731963,85522,,2023-10-10,Campaign 10/10,BAGGAR5A0A925AC7A61,3.46E+06,1,0.00E+00,0,"3,460,000",Beauty & Grooming,COD
ID-2615,737551,86293,,2023-10-10,Campaign 10/10,KABC-T5A0BD5BE1DF7A-XL,3.60E+06,1,0.00E+00,0,"3,600,000",Kids & Baby,COD
ID-374,726967,28588,,2023-10-10,Campaign 10/10,BAGFAN59ACAE7D745FF,2.99E+06,1,0.00E+00,0,"2,990,000",Beauty & Grooming,COD
ID-2648,737938,75144,,2023-10-10,Campaign 10/10,COMSMA59DCD10B4BCA8,2.75E+06,1,0.00E+00,0,"2,750,000",Computing,COD
ID-1934,733854,82710,,2023-10-10,Campaign 10/10,BAGBER59DDB81889340,1.94E+06,1,0.00E+00,0,"1,940,000",Beauty & Grooming,COD
ID-1177,729704,85186,,2023-10-10,Campaign 10/10,WOFDEA59CE20CE1B3E7,5.99E+06,1,0.00E+00,0,"5,990,000",Women's Fashion,COD
ID-3034,740153,86757,,2023-10-10,Campaign 10/10,HASQAR5A744999A7B52,1.33E+06,2,0.00E+00,0,"2,660,000",Health & Sports,COD
ID-241,725893,84684,,2023-10-10,Campaign 10/10,MEFBNB5A046DA911527-L,4.49E+06,1,0.00E+00,0,"4,490,000",Men's Fashion,COD
ID-1444,731747,777,,2023-10-10,Campaign 10/10,HASQAR5A53694DAC2EF,6.20E+05,1,0.00E+00,0,"620,000",Health & Sports,COD
ID-454,726364,84167,,2023-10-10,Campaign 10/10,MATREM59DCCFFE10CF9,1.70E+06,1,0.00E+00,0,"1,700,000",Mobiles & Tablets,COD
ID-103,725234,28571,,2023-10-10,Campaign 10/10,BAGRIM59EF264150C2B,6.38E+06,1,0.00E+00,0,"6,380,000",Beauty & Grooming,COD
ID-520,727609,62597,,2023-10-10,Campaign 10/10,SNO59C0C1A22151B,1.89E+06,1,0.00E+00,0,"1,890,000",Superstore,COD
ID-2391,736705,85549,,2023-10-10,Campaign 10/10,SADSTB59AC602EDB2A5,1.07E+06,1,0.00E+00,0,"1,070,000",School & Education,COD
ID-1901,733467,85775,,2023-10-10,Campaign 10/10,HASQAR5A53698E5B971,1.33E+06,1,0.00E+00,0,"1,330,000",Health & Sports,COD
ID-851,729028,83700,,2023-10-10,Campaign 10/10,SOGMAY5A2F7FBFEBC87,3.85E+06,1,0.00E+00,0,"3,850,000",Soghaat,COD
ID-1146,730386,84820,,2023-10-10,Campaign 10/10,KNO59D64DAC18B6C,2.70E+05,2,2.70E+04,0,"513,000",Superstore,Instant Payment
ID-2625,737697,86315,,2023-10-10,Campaign 10/10,MEFPAK5A5DE32C5CD41-L,3.99E+06,1,0.00E+00,0,"3,990,000",Men's Fashion,COD
ID-892,729285,23918,,2023-10-10,Campaign 10/10,BAGTHE5A45FB0F7E14B,3.49E+06,1,0.00E+00,0,"3,490,000",Beauty & Grooming,COD
ID-850,729027,83700,,2023-10-10,Campaign 10/10,SOGCRY59C0C1916EB11,2.19E+06,1,0.00E+00,0,"2,190,000",Soghaat,COD
ID-3250,741675,87044,,2023-10-10,Campaign 10/10,MATBIS5A06C28E47950,1.25E+06,1,0.00E+00,0,"1,250,000",Mobiles & Tablets,COD
ID-45,724562,42046,complete,2023-10-10,Campaign 10/10,BAGKIS5A1EA42E1D3BA,8.00E+06,1,0.00E+00,0,"8,000,000",Beauty & Grooming,COD
ID-2708,738616,83418,,2023-10-10,Campaign 10/10,MEFKUR59ACE02854803,6.48E+06,1,0.00E+00,0,"6,480,000",Men's Fashion,Instant Payment
